#{"t_start": 1724151161.8511932, "env_id": "None"}
r,l,t,arousal,satiety,social-touch
-221.74606,500,44980.804404,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2383.863,500,44980.804449,pursuer_0_0.44313138096042004,pursuer_0_1.2498229321132974,pursuer_0_0
2299.4514,500,44980.804481,pursuer_1_0.43846138726965844,pursuer_1_1.0727872039900204,pursuer_1_0
-134.20259,500,44980.804512,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1506.6833,500,44980.804541,pursuer_1_0.5342495083809924,pursuer_1_1.2271342709245932,pursuer_1_0
2828.3967,500,44980.804572,pursuer_0_0.39050173376309805,pursuer_0_1.347481694927943,pursuer_0_0
2695.8572,500,44980.8046,pursuer_1_0.39648921889309313,pursuer_1_1.35161669428976,pursuer_1_0
2643.7175,500,44980.804629,pursuer_0_0.4109082742879188,pursuer_0_1.2494321263210235,pursuer_0_0
992.16,500,44980.804657,pursuer_1_0.6011520598476839,pursuer_1_1.322636721829395,pursuer_1_0
2799.218,500,44980.804685,pursuer_0_0.39382511712825685,pursuer_0_1.392816895448091,pursuer_0_0
2141.951,500,44980.804713,pursuer_1_0.45967807914191544,pursuer_1_1.1132909452345972,pursuer_1_0
-125.396065,500,44980.804741,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2801.8655,500,44980.804769,pursuer_1_0.38375033157432803,pursuer_1_1.4255494095599464,pursuer_1_0
2572.426,500,44980.804797,pursuer_0_0.41785653789307714,pursuer_0_1.1442199518251663,pursuer_0_0
-223.40475,500,44980.804825,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2158.1738,500,45048.726835,pursuer_0_0.47520714137210546,pursuer_0_1.2747550150810587,pursuer_0_0
2511.9883,500,45048.726947,pursuer_1_0.41403121705094587,pursuer_1_1.02914730574714,pursuer_1_0
2191.3455,500,45048.726988,pursuer_0_0.4651638803759438,pursuer_0_1.2933215431141218,pursuer_0_0
2819.5215,500,45048.727021,pursuer_1_0.38424267400762124,pursuer_1_1.2606914301340346,pursuer_1_0
1571.8967,500,45048.727051,pursuer_0_0.5356746073498222,pursuer_0_1.2331892352169207,pursuer_0_0
-187.04784,500,45048.727079,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2717.5154,500,45048.727108,pursuer_0_0.39827296033140935,pursuer_0_1.2612217947174995,pursuer_0_0
-204.64996,500,45048.727136,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2610.7898,500,45048.727164,pursuer_0_0.41424389226331254,pursuer_0_1.0224402024375685,pursuer_0_0
-263.04678,500,45048.727192,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2843.696,500,45048.72722,pursuer_0_0.384953963986484,pursuer_0_1.2377084242951109,pursuer_0_0
663.4819,500,45048.727249,pursuer_1_0.6420851892919919,pursuer_1_1.3728710408285687,pursuer_1_0
-103.51324,500,45048.727277,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2331.4915,500,45048.727305,pursuer_1_0.4395892727447884,pursuer_1_1.2464671825968021,pursuer_1_0
-104.52763,500,45048.727333,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2476.264,500,45048.727361,pursuer_1_0.422065426387062,pursuer_1_1.044775225744317,pursuer_1_0
1177.9546,500,45118.262228,pursuer_0_0.5851522650733181,pursuer_0_1.3005941184077814,pursuer_0_0
1857.6667,500,45118.262334,pursuer_1_0.4909367498168527,pursuer_1_1.162210482955478,pursuer_1_0
2783.0986,500,45118.262374,pursuer_0_0.39570049042851274,pursuer_0_1.3096012535677626,pursuer_0_0
2440.4878,500,45118.262406,pursuer_1_0.4284114214061665,pursuer_1_1.107611868372817,pursuer_1_0
-163.43597,500,45118.262436,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2460.2102,500,45118.262464,pursuer_1_0.4215919483711875,pursuer_1_1.0420483427539498,pursuer_1_0
2521.2104,500,45118.262492,pursuer_0_0.42357755521038204,pursuer_0_1.0462333023653323,pursuer_0_0
806.9703,500,45118.26252,pursuer_1_0.6238974370203169,pursuer_1_1.3477888951028214,pursuer_1_0
2586.2478,500,45118.262548,pursuer_0_0.4184766921772803,pursuer_0_1.0353674852670862,pursuer_0_0
1211.9215,500,45118.262576,pursuer_1_0.5703550346086869,pursuer_1_1.2809725516397141,pursuer_1_0
2109.73,500,45118.262604,pursuer_0_0.47533980029624523,pursuer_0_1.1384338315988694,pursuer_0_0
2635.6985,500,45118.262632,pursuer_1_0.4050929588839365,pursuer_1_1.0727051504578338,pursuer_1_0
1862.8723,500,45118.262659,pursuer_0_0.5066012540438175,pursuer_0_1.432243055735477,pursuer_0_0
-216.11731,500,45118.262687,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-37.831173,500,45118.262714,pursuer_0_0.7453582980915305,pursuer_0_1.490683494888313,pursuer_0_0
-177.87964,500,45118.262741,pursuer_1_0.7513365534153682,pursuer_1_1.4988322200755009,pursuer_1_0
-182.82365,500,45187.592997,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1347.5787,500,45187.593104,pursuer_1_0.5533599409489539,pursuer_1_1.263118656253834,pursuer_1_0
2526.2632,500,45187.593147,pursuer_0_0.4265382336284043,pursuer_0_1.0472596200198312,pursuer_0_0
-213.583,500,45187.593181,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-163.1534,500,45187.593212,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1178.8297,500,45187.593242,pursuer_1_0.5742928840019975,pursuer_1_1.2836607445763344,pursuer_1_0
2671.4502,500,45187.593271,pursuer_0_0.4062707599365826,pursuer_0_1.4689421665357936,pursuer_0_0
2606.9563,500,45187.5933,pursuer_1_0.40968278737570196,pursuer_1_1.469813804977483,pursuer_1_0
1467.1727,500,45187.59333,pursuer_0_0.5500085817770023,pursuer_0_1.2519603305694145,pursuer_0_0
2257.8057,500,45187.593358,pursuer_1_0.4449687051094189,pursuer_1_1.0914966797387429,pursuer_1_0
1130.2477,500,45187.593387,pursuer_0_0.5937729069173147,pursuer_0_1.3093148902660934,pursuer_0_0
2311.171,500,45187.593416,pursuer_1_0.43705588511284826,pursuer_1_1.1976051932667238,pursuer_1_0
813.12054,500,45187.593444,pursuer_0_0.635146149302505,pursuer_0_1.3667442081228094,pursuer_0_0
2666.9321,500,45187.593473,pursuer_1_0.394356103019667,pursuer_1_1.3030782166232568,pursuer_1_0
2619.4438,500,45187.593501,pursuer_0_0.4144561781426535,pursuer_0_1.031862434184551,pursuer_0_0
2904.009,500,45187.59353,pursuer_1_0.3706449431385032,pursuer_1_1.418810396919935,pursuer_1_0
-125.7389,500,45253.8361,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-146.72855,500,45253.836204,pursuer_1_0.7463528691733015,pursuer_1_1.5,pursuer_1_0
2650.954,500,45253.836245,pursuer_0_0.4090889245434927,pursuer_0_1.4175132970829591,pursuer_0_0
2858.047,500,45253.836277,pursuer_1_0.37823837675943905,pursuer_1_1.2702329601250317,pursuer_1_0
2857.8638,500,45253.836308,pursuer_0_0.387845881478523,pursuer_0_1.4487924575290407,pursuer_0_0
2325.0193,500,45253.836337,pursuer_1_0.43786917769970324,pursuer_1_1.0749002290476861,pursuer_1_0
-115.33327,500,45253.836366,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2420.6514,500,45253.836394,pursuer_1_0.42732889594861195,pursuer_1_1.055680189256729,pursuer_1_0
-113.515945,500,45253.836423,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2014.4575,500,45253.836451,pursuer_1_0.472426816926255,pursuer_1_1.132096243074817,pursuer_1_0
1135.9434,500,45253.836479,pursuer_0_0.5954364808524748,pursuer_0_1.3102074869374083,pursuer_0_0
1044.1747,500,45253.836507,pursuer_1_0.5950491150510124,pursuer_1_1.4508598615416999,pursuer_1_0
-104.0657,500,45253.836536,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-201.74303,500,45253.836563,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
427.3337,500,45253.836591,pursuer_0_0.6911235864053846,pursuer_0_1.4376771208556123,pursuer_0_0
2861.5044,500,45253.83662,pursuer_1_0.37472192792746906,pursuer_1_1.3086177150562694,pursuer_1_0
-133.86948,500,45318.475581,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1726.0052,500,45318.475692,pursuer_1_0.5108686828345086,pursuer_1_1.1970670370080738,pursuer_1_0
3043.4355,500,45318.475737,pursuer_0_0.36913558232770766,pursuer_0_1.3046710565051283,pursuer_0_0
2855.3005,500,45318.475773,pursuer_1_0.37824907888389037,pursuer_1_1.2948771785623097,pursuer_1_0
496.28098,500,45318.475851,pursuer_0_0.673715472885093,pursuer_0_1.4100989750177093,pursuer_0_0
612.98834,500,45318.475905,pursuer_1_0.650014342012614,pursuer_1_1.4944966335380567,pursuer_1_0
2777.319,500,45318.475942,pursuer_0_0.39407152972508036,pursuer_0_1.3766408473379592,pursuer_0_0
2826.1846,500,45318.475974,pursuer_1_0.3871435498323388,pursuer_1_1.5,pursuer_1_0
2299.7415,500,45318.476005,pursuer_0_0.45081070645687493,pursuer_0_1.3627931651817273,pursuer_0_0
2062.8008,500,45318.476036,pursuer_1_0.46959774089097656,pursuer_1_1.1347776752841787,pursuer_1_0
2852.2173,500,45318.476067,pursuer_0_0.3840310913879812,pursuer_0_1.240733521693326,pursuer_0_0
2532.2402,500,45318.476097,pursuer_1_0.4142131927187741,pursuer_1_1.0205545800153744,pursuer_1_0
-132.75868,500,45318.476127,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-191.10771,500,45318.476159,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-122.66717,500,45318.476189,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2848.295,500,45318.476219,pursuer_1_0.3768114439238269,pursuer_1_1.2107903074983553,pursuer_1_0
1884.0486,500,45381.422598,pursuer_0_0.5011086226176447,pursuer_0_1.3529953097573488,pursuer_0_0
1726.8069,500,45381.422713,pursuer_1_0.5088338760847901,pursuer_1_1.195398868807932,pursuer_1_0
2403.9885,500,45381.422756,pursuer_0_0.43786917769970324,pursuer_0_1.0749002290476861,pursuer_0_0
1622.0636,500,45381.42279,pursuer_1_0.5225984438234804,pursuer_1_1.2968619779630888,pursuer_1_0
1786.443,500,45381.422823,pursuer_0_0.5141436999628379,pursuer_0_1.200571881040906,pursuer_0_0
2530.1243,500,45381.422854,pursuer_1_0.4129151849137316,pursuer_1_1.0389925495055152,pursuer_1_0
114.594124,500,45381.422885,pursuer_0_0.725553506271328,pursuer_0_1.4723266944700235,pursuer_0_0
-202.69286,500,45381.422915,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2853.7024,500,45381.422945,pursuer_0_0.3826832233951667,pursuer_0_1.2390756525179847,pursuer_0_0
1240.1819,500,45381.422975,pursuer_1_0.564177891936421,pursuer_1_1.270059277569989,pursuer_1_0
1454.0554,500,45381.423005,pursuer_0_0.5564498883358048,pursuer_0_1.3508421381597033,pursuer_0_0
2894.783,500,45381.423035,pursuer_1_0.3740282835938099,pursuer_1_1.405542600025033,pursuer_1_0
-113.28643,500,45381.423064,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2633.474,500,45381.423094,pursuer_1_0.4046385623877281,pursuer_1_1.0519582930645335,pursuer_1_0
2242.394,500,45381.423123,pursuer_0_0.45987609019566184,pursuer_0_1.362945315143777,pursuer_0_0
2828.4731,500,45381.423153,pursuer_1_0.3781353066310386,pursuer_1_1.3657885380285966,pursuer_1_0
2691.9126,500,45460.493587,pursuer_0_0.4043890237584012,pursuer_0_1.390102826043383,pursuer_0_0
2490.0178,500,45460.493694,pursuer_1_0.41803595803939797,pursuer_1_1.0326459686673002,pursuer_1_0
2688.0967,500,45460.493736,pursuer_0_0.4087981495010251,pursuer_0_1.3590029499768033,pursuer_0_0
-197.0446,500,45460.493768,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2439.2095,500,45460.493798,pursuer_0_0.4373733562084183,pursuer_0_1.1297213973151017,pursuer_0_0
2687.1113,500,45460.493827,pursuer_1_0.3960259402558456,pursuer_1_1.298054084059794,pursuer_1_0
-122.26844,500,45460.493856,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1974.1615,500,45460.493884,pursuer_1_0.4807026768388263,pursuer_1_1.1573685670816896,pursuer_1_0
1502.2025,500,45460.493913,pursuer_0_0.5531622081653296,pursuer_0_1.253591836368014,pursuer_0_0
2466.969,500,45460.493941,pursuer_1_0.4245321063808403,pursuer_1_1.1581910775869284,pursuer_1_0
-163.42648,500,45460.49397,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2731.5266,500,45460.493998,pursuer_1_0.3886149814804099,pursuer_1_1.305776907908854,pursuer_1_0
1581.4808,500,45460.494026,pursuer_0_0.5369639010316836,pursuer_0_1.2403295418527347,pursuer_0_0
2620.5684,500,45460.494054,pursuer_1_0.40350069479935685,pursuer_1_1.0560896487388114,pursuer_1_0
780.4443,500,45460.494082,pursuer_0_0.643167359850337,pursuer_0_1.4989043328712108,pursuer_0_0
2535.1123,500,45460.494111,pursuer_1_0.41609875959821574,pursuer_1_1.0265957709213656,pursuer_1_0
-112.86669,500,45535.161461,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-246.11906,500,45535.161579,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2110.8325,500,45535.161624,pursuer_0_0.47403348270778584,pursuer_0_1.2557336602427367,pursuer_0_0
2491.842,500,45535.16166,pursuer_1_0.41836365980067425,pursuer_1_1.031591178006637,pursuer_1_0
-101.02236,500,45535.161694,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2461.1677,500,45535.161727,pursuer_1_0.4223251399555141,pursuer_1_1.0504449424959736,pursuer_1_0
3034.1636,500,45535.161759,pursuer_0_0.3720452374200705,pursuer_0_1.3513470580367637,pursuer_0_0
2309.633,500,45535.161791,pursuer_1_0.4411192632295135,pursuer_1_1.0778861014986478,pursuer_1_0
-146.64967,500,45535.161822,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
3046.2468,500,45535.161857,pursuer_1_0.3579723399948042,pursuer_1_1.300619582912266,pursuer_1_0
2562.6484,500,45535.161889,pursuer_0_0.4194125533060419,pursuer_0_1.4082465684843755,pursuer_0_0
2375.9216,500,45535.161921,pursuer_1_0.43279362570546737,pursuer_1_1.0666387115632432,pursuer_1_0
819.9951,500,45535.161953,pursuer_0_0.6355922551029228,pursuer_0_1.3611558176718714,pursuer_0_0
1919.7949,500,45535.161985,pursuer_1_0.4838417064717867,pursuer_1_1.1566689417811211,pursuer_1_0
2848.8281,500,45535.162016,pursuer_0_0.38713073786227026,pursuer_0_1.2039352258758633,pursuer_0_0
587.5114,500,45535.162048,pursuer_1_0.6556137803758699,pursuer_1_1.3864238136446019,pursuer_1_0
2858.7349,500,45614.018846,pursuer_0_0.38730462448335584,pursuer_0_1.4861007053012523,pursuer_0_0
2547.1907,500,45614.018961,pursuer_1_0.41801384160037,pursuer_1_1.479147637166304,pursuer_1_0
2434.299,500,45614.019004,pursuer_0_0.4342528744889441,pursuer_0_1.0662189216210785,pursuer_0_0
2552.846,500,45614.019039,pursuer_1_0.411502122385179,pursuer_1_1.1573306350172143,pursuer_1_0
645.7982,500,45614.019072,pursuer_0_0.6566248112251969,pursuer_0_1.3930853561204795,pursuer_0_0
2481.2444,500,45614.019103,pursuer_1_0.41481029864437563,pursuer_1_1.401811967384983,pursuer_1_0
2110.9944,500,45614.019134,pursuer_0_0.4735777597880355,pursuer_0_1.142867416758952,pursuer_0_0
-215.77255,500,45614.019164,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-115.17929,500,45614.019194,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2524.709,500,45614.019224,pursuer_1_0.41403121705094587,pursuer_1_1.02914730574714,pursuer_1_0
-134.28246,500,45614.019254,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2580.697,500,45614.019284,pursuer_1_0.4113857616263475,pursuer_1_1.0546772813305865,pursuer_1_0
2794.4253,500,45614.019314,pursuer_0_0.395055226022353,pursuer_0_1.4400510158319046,pursuer_0_0
2858.258,500,45614.019343,pursuer_1_0.378535614611602,pursuer_1_1.3836390418797668,pursuer_1_0
-105.14416,500,45614.019373,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-203.52763,500,45614.019402,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-117.3092,500,45698.508784,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2562.2947,500,45698.508901,pursuer_1_0.41151629940236567,pursuer_1_1.4317146757443366,pursuer_1_0
-108.6679,500,45698.508947,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2014.0715,500,45698.508981,pursuer_1_0.47486085736891276,pursuer_1_1.3736215722970329,pursuer_1_0
1441.7241,500,45698.509013,pursuer_0_0.5576751740500837,pursuer_0_1.4089047796716305,pursuer_0_0
2645.5076,500,45698.509045,pursuer_1_0.40143734543995113,pursuer_1_1.4189071077485003,pursuer_1_0
402.64764,500,45698.509076,pursuer_0_0.6884345367266189,pursuer_0_1.4252647574433972,pursuer_0_0
2737.899,500,45698.509107,pursuer_1_0.3871807154432191,pursuer_1_1.2430246152257476,pursuer_1_0
2866.2866,500,45698.509138,pursuer_0_0.38605114878492897,pursuer_0_1.4018981517663924,pursuer_0_0
-209.96664,500,45698.509169,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2762.3337,500,45698.509199,pursuer_0_0.39840633036013356,pursuer_0_1.1059639409838877,pursuer_0_0
2648.409,500,45698.509229,pursuer_1_0.3983110781539628,pursuer_1_1.214120218245356,pursuer_1_0
1470.957,500,45698.50926,pursuer_0_0.5528190531341319,pursuer_0_1.2610760659939526,pursuer_0_0
2681.92,500,45698.50929,pursuer_1_0.3946872130158345,pursuer_1_1.372779020628521,pursuer_1_0
1075.6515,500,45698.50932,pursuer_0_0.6028356100892089,pursuer_0_1.3235455026741558,pursuer_0_0
2352.061,500,45698.50935,pursuer_1_0.43494916401267825,pursuer_1_1.0708685494605004,pursuer_1_0
855.4954,500,45804.11959,pursuer_0_0.6295687221117867,pursuer_0_1.3561256276222926,pursuer_0_0
2025.6708,500,45804.119728,pursuer_1_0.47285668591350266,pursuer_1_1.1460490139001405,pursuer_1_0
-108.27448,500,45804.119787,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2442.9253,500,45804.119832,pursuer_1_0.4232622400457743,pursuer_1_1.047287189897034,pursuer_1_0
2895.594,500,45804.119873,pursuer_0_0.38112680356235185,pursuer_0_1.2175121928601207,pursuer_0_0
2270.5693,500,45804.119917,pursuer_1_0.4427570217181361,pursuer_1_1.0793823955108057,pursuer_1_0
2522.1387,500,45804.119957,pursuer_0_0.42727377939827127,pursuer_0_1.16732307306505,pursuer_0_0
2592.5347,500,45804.119995,pursuer_1_0.4087755679478694,pursuer_1_1.4726702394936926,pursuer_1_0
-108.33723,500,45804.120033,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-236.22057,500,45804.120071,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-114.32896,500,45804.120108,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-205.84105,500,45804.120146,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1141.5233,500,45804.120184,pursuer_0_0.5954736044751856,pursuer_0_1.3710212385307927,pursuer_0_0
-230.51689,500,45804.120223,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-136.89488,500,45804.120266,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2211.4595,500,45804.120326,pursuer_1_0.4499275426051086,pursuer_1_1.0990122615380185,pursuer_1_0
-107.06595,500,45904.432554,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2770.0605,500,45904.432705,pursuer_1_0.38576775923679507,pursuer_1_1.2451844147185285,pursuer_1_0
2252.734,500,45904.432765,pursuer_0_0.4595228204002237,pursuer_0_1.4795165921394962,pursuer_0_0
1674.3324,500,45904.432809,pursuer_1_0.5135274245900724,pursuer_1_1.1996550943779363,pursuer_1_0
2622.7407,500,45904.432848,pursuer_0_0.415020533145511,pursuer_0_1.0259874130919968,pursuer_0_0
1547.0338,500,45904.432886,pursuer_1_0.5314579647844535,pursuer_1_1.2391399903506117,pursuer_1_0
3012.2937,500,45904.432924,pursuer_0_0.36966247682192127,pursuer_0_1.4179382761873465,pursuer_0_0
-212.02989,500,45904.432961,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-109.60633,500,45904.432998,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2309.9634,500,45904.433054,pursuer_1_0.4395073891704083,pursuer_1_1.0812602477477709,pursuer_1_0
2449.071,500,45904.433106,pursuer_0_0.431918171584012,pursuer_0_1.344984498287076,pursuer_0_0
2474.2688,500,45904.433146,pursuer_1_0.4219118844122305,pursuer_1_1.0409939619130502,pursuer_1_0
-117.93002,500,45904.433184,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2739.8699,500,45904.433227,pursuer_1_0.3897868259140687,pursuer_1_1.109225436078432,pursuer_1_0
-148.23085,500,45904.433266,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1264.1112,500,45904.433305,pursuer_1_0.5664427675150061,pursuer_1_1.278296047513054,pursuer_1_0
3.8804255,500,46000.137772,pursuer_0_0.7413629020115055,pursuer_0_1.4907048035016732,pursuer_0_0
1271.7753,500,46000.137915,pursuer_1_0.5648917753774058,pursuer_1_1.271026034320909,pursuer_1_0
-144.84547,500,46000.137972,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2313.2305,500,46000.138015,pursuer_1_0.4389013705474684,pursuer_1_1.0736361264593588,pursuer_1_0
2487.7002,500,46000.138056,pursuer_0_0.42581745286393113,pursuer_0_1.0474766281207961,pursuer_0_0
2000.0204,500,46000.138095,pursuer_1_0.4751283791087985,pursuer_1_1.1425061325803276,pursuer_1_0
1670.7953,500,46000.138133,pursuer_0_0.5303772900930042,pursuer_0_1.3543456880797782,pursuer_0_0
2625.0532,500,46000.138171,pursuer_1_0.4033561619759904,pursuer_1_1.3978249687115272,pursuer_1_0
2683.3237,500,46000.13821,pursuer_0_0.40701359217130584,pursuer_0_1.0750075755668307,pursuer_0_0
-194.76297,500,46000.138249,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1516.3208,500,46000.138288,pursuer_0_0.5460783848945615,pursuer_0_1.2451732053361557,pursuer_0_0
801.5413,500,46000.138327,pursuer_1_0.6248185744531285,pursuer_1_1.3477037772439737,pursuer_1_0
2560.616,500,46000.138365,pursuer_0_0.4198972858491221,pursuer_0_1.0349269000200272,pursuer_0_0
2795.4756,500,46000.138403,pursuer_1_0.38525945953226565,pursuer_1_1.393466651322501,pursuer_1_0
2483.9285,500,46000.138442,pursuer_0_0.43074619186502744,pursuer_0_1.05756549096174,pursuer_0_0
-209.28003,500,46000.13848,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-114.12038,500,46093.141572,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1661.7686,500,46093.14171,pursuer_1_0.517708263451722,pursuer_1_1.2113048767910892,pursuer_1_0
-104.79163,500,46093.141769,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-196.26753,500,46093.141814,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1112.1267,500,46093.141854,pursuer_0_0.5979145833268006,pursuer_0_1.3197222689197496,pursuer_0_0
2425.1274,500,46093.141894,pursuer_1_0.42478317630670376,pursuer_1_1.048747862018799,pursuer_1_0
-116.75574,500,46093.141933,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-204.06384,500,46093.141972,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1298.007,500,46093.14201,pursuer_0_0.5694830027186893,pursuer_0_1.2810915688255557,pursuer_0_0
2657.092,500,46093.142149,pursuer_1_0.3996688671208526,pursuer_1_1.4322829251951712,pursuer_1_0
-107.276825,500,46093.142237,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-216.4944,500,46093.142286,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2736.814,500,46093.142327,pursuer_0_0.39990865284244664,pursuer_0_1.3541332939622792,pursuer_0_0
2473.9604,500,46093.142367,pursuer_1_0.42264225525038146,pursuer_1_1.079187330954976,pursuer_1_0
-133.48116,500,46093.142404,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-212.47992,500,46093.142442,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-106.29889,500,46180.587696,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2654.1455,500,46180.587831,pursuer_1_0.40351259014671753,pursuer_1_1.0646174375194037,pursuer_1_0
273.21484,500,46180.587886,pursuer_0_0.7042571031195898,pursuer_0_1.4475118320774427,pursuer_0_0
2517.0625,500,46180.587933,pursuer_1_0.4168700429092645,pursuer_1_1.1958739279384907,pursuer_1_0
1467.3448,500,46180.587986,pursuer_0_0.5524432325062139,pursuer_0_1.2579485062009106,pursuer_0_0
-247.79039,500,46180.588035,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
896.3916,500,46180.588083,pursuer_0_0.6256389312200205,pursuer_0_1.348733281728141,pursuer_0_0
2117.9102,500,46180.588131,pursuer_1_0.46170304184958577,pursuer_1_1.1137711080852137,pursuer_1_0
-135.54692,500,46180.58818,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-205.55052,500,46180.588229,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-114.26896,500,46180.58828,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-210.89131,500,46180.58833,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-104.00264,500,46180.588382,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2167.897,500,46180.588439,pursuer_1_0.4544564413520473,pursuer_1_1.1086820085060263,pursuer_1_0
-113.69867,500,46180.588495,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-237.70984,500,46180.588544,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-131.34192,500,46267.298107,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-203.00768,500,46267.298244,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2467.7468,500,46267.2983,pursuer_0_0.4320566027950549,pursuer_0_1.4326663981023862,pursuer_0_0
2820.808,500,46267.298344,pursuer_1_0.38527097949068495,pursuer_1_1.469404090537492,pursuer_1_0
2334.0466,500,46267.298385,pursuer_0_0.44813533615426554,pursuer_0_1.0926065049773384,pursuer_0_0
2368.505,500,46267.298424,pursuer_1_0.4333967667843396,pursuer_1_1.0645282326403975,pursuer_1_0
-114.49381,500,46267.298463,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
949.02484,500,46267.2985,pursuer_1_0.6106296652084751,pursuer_1_1.472007064735281,pursuer_1_0
2805.4097,500,46267.298539,pursuer_0_0.3928110564901202,pursuer_0_1.438263992508858,pursuer_0_0
171.72876,500,46267.298577,pursuer_1_0.7128832195740584,pursuer_1_1.4576009194073316,pursuer_1_0
-114.92154,500,46267.298615,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
