#{"t_start": 1724151161.8511932, "env_id": "None"}
r,l,t,arousal,satiety,social-touch
2632.2432,500,16170.730003,pursuer_1_0.4018080930702068,pursuer_1_1.1768742608903504,pursuer_1_0
856.3345,500,16326.107669,pursuer_0_0.6265622412139875,pursuer_0_1.3486485734727391,pursuer_0_0
766.7857,500,16326.108044,pursuer_1_0.6272838284884906,pursuer_1_1.350794905859804,pursuer_1_0
-140.36975,500,16326.108106,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2518.34,500,16326.108158,pursuer_1_0.4129606488201958,pursuer_1_1.1289973720130402,pursuer_1_0
-118.15011,500,16326.108195,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-228.8433,500,16326.108243,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-160.27989,500,16326.10828,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-235.68999,500,16326.108315,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2641.7927,500,16326.108349,pursuer_0_0.413185881617041,pursuer_0_1.0550919018242626,pursuer_0_0
2422.761,500,16326.108382,pursuer_1_0.42341732505577423,pursuer_1_1.042448821192655,pursuer_1_0
457.77197,500,16326.108418,pursuer_0_0.6793233367321917,pursuer_0_1.4132022950172176,pursuer_0_0
348.8896,500,16326.108459,pursuer_1_0.680176071681312,pursuer_1_1.4154270556636104,pursuer_1_0
-119.30195,500,16326.108498,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-234.48184,500,16326.108539,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2499.1711,500,16326.108573,pursuer_0_0.4274413175949966,pursuer_0_1.0508345695318084,pursuer_0_0
-219.88321,500,16326.108608,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-127.59278,500,16439.322226,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-224.43478,500,16439.322643,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2543.4824,500,16439.322705,pursuer_0_0.4214354472443194,pursuer_0_1.046880831423361,pursuer_0_0
2476.0435,500,16439.322769,pursuer_1_0.41809262108556616,pursuer_1_1.0345336486695371,pursuer_1_0
-118.07377,500,16439.32285,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2402.2512,500,16439.32291,pursuer_1_0.42613468131393756,pursuer_1_1.0464206320852751,pursuer_1_0
2380.014,500,16439.322962,pursuer_0_0.44156643930206724,pursuer_0_1.0787371805376555,pursuer_0_0
-218.90799,500,16439.323013,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2639.8152,500,16439.32306,pursuer_0_0.40981306933184997,pursuer_0_1.4764329478055818,pursuer_0_0
-9.32119,500,16439.323108,pursuer_1_0.7265513170957162,pursuer_1_1.472310730775088,pursuer_1_0
-119.68992,500,16439.323155,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2327.1387,500,16439.323206,pursuer_1_0.435717756402431,pursuer_1_1.0657975111661173,pursuer_1_0
-118.57364,500,16439.323247,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-222.43817,500,16439.323283,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-116.9565,500,16439.323321,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-221.61287,500,16439.323357,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-119.00567,500,16537.893146,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2312.7266,500,16537.893549,pursuer_1_0.4355459991133822,pursuer_1_1.0687575074728428,pursuer_1_0
2492.5308,500,16537.893626,pursuer_0_0.42838029891487356,pursuer_0_1.0611531799801976,pursuer_0_0
2491.469,500,16537.893671,pursuer_1_0.4184190778018883,pursuer_1_1.0928813998427231,pursuer_1_0
1761.8041,500,16537.89371,pursuer_0_0.5145541749216335,pursuer_0_1.1984222082865594,pursuer_0_0
2068.2217,500,16537.893746,pursuer_1_0.46443389604925367,pursuer_1_1.1230423674837844,pursuer_1_0
-115.99137,500,16537.89378,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2523.2998,500,16537.893814,pursuer_1_0.4125443693663303,pursuer_1_1.0258241820510992,pursuer_1_0
-117.710396,500,16537.893848,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-217.80684,500,16537.893881,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-126.18512,500,16537.893914,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1426.05,500,16537.893947,pursuer_1_0.5466990190562555,pursuer_1_1.2630528486557722,pursuer_1_0
2400.1365,500,16537.89398,pursuer_0_0.43788459278579306,pursuer_0_1.0700330843378028,pursuer_0_0
2394.758,500,16537.894013,pursuer_1_0.4218344546656054,pursuer_1_1.0477179240563086,pursuer_1_0
-115.80376,500,16537.894046,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-220.60045,500,16537.894079,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-149.24702,500,16653.103531,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2134.5862,500,16653.103668,pursuer_1_0.457759044215678,pursuer_1_1.1068412457350096,pursuer_1_0
-127.759285,500,16653.103724,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-221.00966,500,16653.103772,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1746.8444,500,16653.103817,pursuer_0_0.5135274245900724,pursuer_0_1.1996550943779363,pursuer_0_0
-234.98473,500,16653.103858,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2537.9597,500,16653.103903,pursuer_0_0.42252715611566,pursuer_0_1.091757647739409,pursuer_0_0
-217.13731,500,16653.103946,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1558.9828,500,16653.103985,pursuer_0_0.5455741301178876,pursuer_0_1.24314047575031,pursuer_0_0
2531.6416,500,16653.104025,pursuer_1_0.41432683267064735,pursuer_1_1.0949612029623699,pursuer_1_0
-117.8716,500,16653.104075,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2452.3445,500,16653.104117,pursuer_1_0.42099662003480987,pursuer_1_1.0355408366844425,pursuer_1_0
-117.13513,500,16653.10416,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2333.7056,500,16653.104206,pursuer_1_0.4358332867879271,pursuer_1_1.1027369268284255,pursuer_1_0
-119.321495,500,16653.104249,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-234.548,500,16653.104288,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-119.70355,500,16776.215311,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2229.661,500,16776.215981,pursuer_1_0.4453583339733569,pursuer_1_1.0874714500532698,pursuer_1_0
-128.705,500,16776.216052,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-220.99332,500,16776.216097,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2341.8025,500,16776.216137,pursuer_0_0.44822672541769193,pursuer_0_1.0974954127804653,pursuer_0_0
-224.3018,500,16776.216177,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2410.8877,500,16776.216213,pursuer_0_0.4356809086512013,pursuer_0_1.0706602844432,pursuer_0_0
2473.3088,500,16776.216248,pursuer_1_0.4207714157498649,pursuer_1_1.0624148652064143,pursuer_1_0
-128.35812,500,16776.216284,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2498.9875,500,16776.216318,pursuer_1_0.41576728634892146,pursuer_1_1.0276504508441344,pursuer_1_0
2667.5605,500,16776.216353,pursuer_0_0.40894865695628857,pursuer_0_1.0478067441639038,pursuer_0_0
-243.36894,500,16776.21639,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-128.86836,500,16776.216432,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2455.4658,500,16776.216471,pursuer_1_0.42208974036675223,pursuer_1_1.0533916863961128,pursuer_1_0
-129.54463,500,16776.216526,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1988.8031,500,16776.216564,pursuer_1_0.47295091625564717,pursuer_1_1.132973901207129,pursuer_1_0
2663.2202,500,16878.104071,pursuer_0_0.4052831078586389,pursuer_0_1.2417088984427662,pursuer_0_0
2463.4587,500,16878.105971,pursuer_1_0.4182861234972362,pursuer_1_1.0401946586088375,pursuer_1_0
-118.50782,500,16878.106067,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-228.23796,500,16878.106111,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
438.471,500,16878.106151,pursuer_0_0.6835407815485218,pursuer_0_1.426614846245403,pursuer_0_0
-246.4109,500,16878.106188,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-150.87703,500,16878.106222,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2493.9412,500,16878.106256,pursuer_1_0.4153933180608958,pursuer_1_1.0268188004385979,pursuer_1_0
-130.99153,500,16878.10629,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-231.13477,500,16878.106323,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2482.6416,500,16878.106355,pursuer_0_0.4315634863538007,pursuer_0_1.0805530220926804,pursuer_0_0
-227.84291,500,16878.106389,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-129.24648,500,16878.106421,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-244.48466,500,16878.106454,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2480.1987,500,16878.1065,pursuer_0_0.4284642726136701,pursuer_0_1.0563081679243276,pursuer_0_0
-237.39111,500,16878.106538,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-129.54161,500,16988.03968,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-236.2032,500,16988.040538,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-138.83348,500,16988.040624,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2181.7112,500,16988.040681,pursuer_1_0.44870266822871524,pursuer_1_1.0904891016921037,pursuer_1_0
-131.95126,500,16988.040725,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2319.6414,500,16988.040765,pursuer_1_0.4349550571857489,pursuer_1_1.0805782845094027,pursuer_1_0
472.58893,500,16988.040811,pursuer_0_0.680176071681312,pursuer_0_1.4154270556636104,pursuer_0_0
346.1466,500,16988.040852,pursuer_1_0.6802328759555375,pursuer_1_1.4142900045800073,pursuer_1_0
-139.0956,500,16988.040892,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2503.145,500,16988.040939,pursuer_1_0.41506269597908835,pursuer_1_1.0278727882962029,pursuer_1_0
-118.4621,500,16988.040976,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-225.8085,500,16988.041016,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1402.1495,500,16988.041058,pursuer_0_0.557438741327312,pursuer_0_1.258253032265389,pursuer_0_0
1335.4618,500,16988.041098,pursuer_1_0.5536746660603071,pursuer_1_1.2609475563036359,pursuer_1_0
2704.96,500,16988.041136,pursuer_0_0.40502528281849826,pursuer_0_1.0660715917614938,pursuer_0_0
-225.14894,500,16988.041173,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-148.44218,500,17104.481922,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-221.78334,500,17104.482755,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-130.40556,500,17104.482823,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
502.3841,500,17104.482867,pursuer_1_0.6603446963389318,pursuer_1_1.393971333417563,pursuer_1_0
1412.9481,500,17104.482908,pursuer_0_0.5585143264891861,pursuer_0_1.2623512073587873,pursuer_0_0
-224.27873,500,17104.482949,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2825.0728,500,17104.482986,pursuer_0_0.3886709231615592,pursuer_0_1.1588455845772014,pursuer_0_0
-227.59851,500,17104.483027,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1421.1826,500,17104.483068,pursuer_0_0.5537939457775934,pursuer_0_1.2545563062442533,pursuer_0_0
-229.94125,500,17104.483109,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-120.52892,500,17104.483148,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2454.059,500,17104.483189,pursuer_1_0.42177827554953595,pursuer_1_1.0544433826903798,pursuer_1_0
-131.7303,500,17104.483231,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2458.8127,500,17104.48327,pursuer_1_0.4191862857966514,pursuer_1_1.0351474107402883,pursuer_1_0
-147.92084,500,17104.48331,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-233.26788,500,17104.48335,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-118.34427,500,17233.869378,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-219.03053,500,17233.870005,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2836.2961,500,17233.870076,pursuer_0_0.3882558677156201,pursuer_0_1.132358334965764,pursuer_0_0
-229.05475,500,17233.870114,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-117.58505,500,17233.870147,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-229.09152,500,17233.870177,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2554.6995,500,17233.870206,pursuer_0_0.4192356655093236,pursuer_0_1.1196825063279645,pursuer_0_0
2350.7122,500,17233.870235,pursuer_1_0.4309719353065721,pursuer_1_1.061362668714868,pursuer_1_0
-116.32953,500,17233.870265,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-259.94818,500,17233.870293,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-125.31649,500,17233.870322,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1182.1221,500,17233.87035,pursuer_1_0.5722520798015834,pursuer_1_1.2796397083282194,pursuer_1_0
138.84372,500,17233.870379,pursuer_0_0.7216137570926144,pursuer_0_1.4689301259125378,pursuer_0_0
-218.70662,500,17233.870408,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-115.10589,500,17233.870437,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2289.994,500,17233.870465,pursuer_1_0.43890450986087065,pursuer_1_1.078504216744154,pursuer_1_0
-132.37497,500,17353.194375,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-233.98785,500,17353.194782,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2705.5625,500,17353.194853,pursuer_0_0.3997255648563988,pursuer_0_1.289840379754951,pursuer_0_0
2501.6174,500,17353.194895,pursuer_1_0.4142131927187741,pursuer_1_1.0205545800153744,pursuer_1_0
-28.964905,500,17353.194932,pursuer_0_0.7443489724288358,pursuer_0_1.495346187758214,pursuer_0_0
-251.01778,500,17353.194968,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2496.9053,500,17353.195003,pursuer_0_0.42857210253929484,pursuer_0_1.058204194537355,pursuer_0_0
-235.053,500,17353.195038,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2472.7986,500,17353.19507,pursuer_0_0.4300200880665756,pursuer_0_1.0577788056065662,pursuer_0_0
-225.85277,500,17353.195104,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2101.3643,500,17353.195137,pursuer_0_0.4744881427716221,pursuer_0_1.1658035061799867,pursuer_0_0
2527.952,500,17353.19517,pursuer_1_0.4135412233651365,pursuer_1_1.022664461749884,pursuer_1_0
1767.2479,500,17353.195204,pursuer_0_0.5139406765019494,pursuer_0_1.2016459685332523,pursuer_0_0
1644.8644,500,17353.195236,pursuer_1_0.5172315389738635,pursuer_1_1.20101750541042,pursuer_1_0
2579.698,500,17353.195272,pursuer_0_0.41506269597908835,pursuer_0_1.0278727882962029,pursuer_0_0
-240.78932,500,17353.19531,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-124.35444,500,17473.412302,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-223.33678,500,17473.413087,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-115.38938,500,17473.413169,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-231.51051,500,17473.413212,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-144.81584,500,17473.413249,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2205.493,500,17473.413284,pursuer_1_0.4497033661621974,pursuer_1_1.2397650345338411,pursuer_1_0
2396.7622,500,17473.413319,pursuer_0_0.43963960537197583,pursuer_0_1.073427825140977,pursuer_0_0
-220.54248,500,17473.413354,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2397.7046,500,17473.413388,pursuer_0_0.4402311593119743,pursuer_0_1.1329435115324014,pursuer_0_0
2499.4575,500,17473.413426,pursuer_1_0.4143595110399952,pursuer_1_1.028094682256698,pursuer_1_0
2504.2788,500,17473.413461,pursuer_0_0.4272604230189923,pursuer_0_1.0470421878186456,pursuer_0_0
2424.9539,500,17473.413495,pursuer_1_0.42568795795109826,pursuer_1_1.0523192780340098,pursuer_1_0
2546.4219,500,17473.413529,pursuer_0_0.42144988183810017,pursuer_0_1.0382671041517262,pursuer_0_0
-250.8016,500,17473.413562,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2884.9758,500,17473.413595,pursuer_0_0.37926589365124286,pursuer_0_1.3089480876186368,pursuer_0_0
-215.60834,500,17473.413628,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2489.1003,500,17573.927203,pursuer_0_0.42324862466739865,pursuer_0_1.0607290465471564,pursuer_0_0
-258.14548,500,17573.927937,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-125.86792,500,17573.928009,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-239.1196,500,17573.928055,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
127.477516,500,17573.928098,pursuer_0_0.7236710744297188,pursuer_0_1.4654276301125888,pursuer_0_0
2345.4607,500,17573.928138,pursuer_1_0.433744158812807,pursuer_1_1.4760341310549203,pursuer_1_0
2580.6921,500,17573.928176,pursuer_0_0.4164317134379207,pursuer_0_1.0255404133196313,pursuer_0_0
-239.0896,500,17573.928209,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
3057.6274,500,17573.928251,pursuer_0_0.3629625201943036,pursuer_0_1.368172905507418,pursuer_0_0
1817.1635,500,17573.928285,pursuer_1_0.4976658407139266,pursuer_1_1.4839952270164005,pursuer_1_0
1400.4172,500,17573.928321,pursuer_0_0.5602011684872513,pursuer_0_1.431956296636069,pursuer_0_0
2536.582,500,17573.928362,pursuer_1_0.41183252494418227,pursuer_1_1.4355188764583318,pursuer_1_0
903.783,500,17573.928394,pursuer_0_0.6249215477889075,pursuer_0_1.3465893408765912,pursuer_0_0
2612.243,500,17573.928426,pursuer_1_0.4034156187946068,pursuer_1_1.3700792653868936,pursuer_1_0
2537.1875,500,17573.928458,pursuer_0_0.42238262830998247,pursuer_0_1.0437214404149993,pursuer_0_0
2352.1594,500,17573.928491,pursuer_1_0.43048840747917383,pursuer_1_1.0653684522711133,pursuer_1_0
-123.67588,500,17683.159081,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-224.84807,500,17683.159807,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-113.36172,500,17683.159874,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-213.63368,500,17683.159913,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2504.1167,500,17683.159947,pursuer_0_0.42722652804523664,pursuer_0_1.0537852507066923,pursuer_0_0
2114.5225,500,17683.159981,pursuer_1_0.46137557650931105,pursuer_1_1.123797215966524,pursuer_1_0
2549.7053,500,17683.160014,pursuer_0_0.42301447620335564,pursuer_0_1.1663297741095933,pursuer_0_0
-234.09787,500,17683.160047,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-113.520676,500,17683.16008,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-218.18121,500,17683.160113,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1210.4391,500,17683.160145,pursuer_0_0.5809332107535587,pursuer_0_1.2924819638746148,pursuer_0_0
2563.229,500,17683.160179,pursuer_1_0.409436121319694,pursuer_1_1.0972535229412572,pursuer_1_0
-113.86576,500,17683.160211,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-225.10155,500,17683.160243,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1121.862,500,17683.160274,pursuer_0_0.5932671531618652,pursuer_0_1.3061142735279543,pursuer_0_0
997.93146,500,17683.160306,pursuer_1_0.5969767599822764,pursuer_1_1.3122054485433936,pursuer_1_0
1860.4241,500,17796.051908,pursuer_0_0.5014142418495433,pursuer_0_1.1855571072047733,pursuer_0_0
-227.64645,500,17796.053069,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
891.2664,500,17796.053164,pursuer_0_0.6215510695826951,pursuer_0_1.3435944328582292,pursuer_0_0
-245.59299,500,17796.053231,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2577.7036,500,17796.053285,pursuer_0_0.4160806667087988,pursuer_0_1.2767510395750208,pursuer_0_0
-232.97449,500,17796.053336,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2872.057,500,17796.053384,pursuer_0_0.38247549152865074,pursuer_0_1.282858534687241,pursuer_0_0
2411.021,500,17796.053436,pursuer_1_0.42623496156741536,pursuer_1_1.1890470945191134,pursuer_1_0
732.3263,500,17796.053482,pursuer_0_0.643402948964738,pursuer_0_1.3805709918052271,pursuer_0_0
2359.5369,500,17796.053526,pursuer_1_0.43261071949017166,pursuer_1_1.0744416261493401,pursuer_1_0
2371.7551,500,17796.053569,pursuer_0_0.4450347117255085,pursuer_0_1.1238926575232113,pursuer_0_0
-222.48795,500,17796.053616,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-113.56028,500,17796.05366,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2379.0588,500,17796.053707,pursuer_1_0.42877351091470417,pursuer_1_1.0552531516450332,pursuer_1_0
951.438,500,17796.053755,pursuer_0_0.6229862520322936,pursuer_0_1.3500801187498388,pursuer_0_0
2728.6272,500,17796.053803,pursuer_1_0.392868159774213,pursuer_1_1.1074515186664378,pursuer_1_0
-123.80995,500,17892.01821,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-233.7485,500,17892.018928,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-123.26305,500,17892.019005,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
589.6557,500,17892.019054,pursuer_1_0.6497288208296275,pursuer_1_1.383470374982366,pursuer_1_0
2453.5005,500,17892.019094,pursuer_0_0.42879953534868787,pursuer_0_1.061995577633797,pursuer_0_0
-235.18793,500,17892.019133,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-133.2032,500,17892.01917,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2746.2485,500,17892.019205,pursuer_1_0.3872314054063357,pursuer_1_1.1468408692265517,pursuer_1_0
1644.3347,500,17892.019241,pursuer_0_0.5291286631735407,pursuer_0_1.2238362177756998,pursuer_0_0
2184.5852,500,17892.019276,pursuer_1_0.4504018928927675,pursuer_1_1.0998716134839768,pursuer_1_0
-144.46793,500,17892.019308,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1984.4454,500,17892.019341,pursuer_1_0.4761212680818771,pursuer_1_1.1382497848230473,pursuer_1_0
-143.88881,500,17892.019375,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-217.5999,500,17892.019409,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-122.88317,500,17892.019443,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-218.42033,500,17892.019477,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-133.72253,500,17989.45437,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2012.591,500,17989.45514,pursuer_1_0.473727644427704,pursuer_1_1.3485932396363158,pursuer_1_0
446.75238,500,17989.455204,pursuer_0_0.681794967862844,pursuer_0_1.4221545694241247,pursuer_0_0
808.1616,500,17989.455246,pursuer_1_0.6194043705207501,pursuer_1_1.3581115537902504,pursuer_1_0
2342.5881,500,17989.455287,pursuer_0_0.442788837101217,pursuer_0_1.0842596685520671,pursuer_0_0
2428.709,500,17989.455327,pursuer_1_0.4193144149385009,pursuer_1_1.0389242491013528,pursuer_1_0
2622.4446,500,17989.455368,pursuer_0_0.4130777852314403,pursuer_0_1.0905054136517263,pursuer_0_0
-230.33627,500,17989.455408,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-134.66927,500,17989.455447,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-214.19917,500,17989.455486,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2392.5767,500,17989.455524,pursuer_0_0.44493464424453205,pursuer_0_1.110150649126597,pursuer_0_0
-230.66338,500,17989.455562,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-114.38297,500,17989.4556,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2756.4985,500,17989.455637,pursuer_1_0.38709303939910994,pursuer_1_1.4178465287148505,pursuer_1_0
-142.50586,500,17989.455676,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2351.0193,500,17989.455713,pursuer_1_0.43468272065486097,pursuer_1_1.0670647749494144,pursuer_1_0
1006.55835,500,18099.110915,pursuer_0_0.6092672228262869,pursuer_0_1.3305220317371933,pursuer_0_0
1117.6353,500,18099.111356,pursuer_1_0.5814027231893703,pursuer_1_1.2956600454236653,pursuer_1_0
786.786,500,18099.111446,pursuer_0_0.639951279943861,pursuer_0_1.4890549079229176,pursuer_0_0
2128.1123,500,18099.111545,pursuer_1_0.4604284164089963,pursuer_1_1.4500694712362752,pursuer_1_0
1371.6508,500,18099.111642,pursuer_0_0.5643339682252971,pursuer_0_1.2689678799957338,pursuer_0_0
-209.56914,500,18099.111711,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-55.08358,500,18099.111778,pursuer_0_0.7453528598399543,pursuer_0_1.4918488448703493,pursuer_0_0
2305.1929,500,18099.111817,pursuer_1_0.43584662768788524,pursuer_1_1.0677010391205835,pursuer_1_0
-142.19084,500,18099.111858,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2201.2725,500,18099.111891,pursuer_1_0.4515154555565116,pursuer_1_1.095637228687043,pursuer_1_0
2454.8962,500,18099.111923,pursuer_0_0.43085709953442564,pursuer_0_1.0594641892168843,pursuer_0_0
-215.76802,500,18099.111955,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-122.39809,500,18099.111987,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-225.18906,500,18099.112019,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1487.9738,500,18099.112051,pursuer_0_0.5472685176168978,pursuer_0_1.2481559858981803,pursuer_0_0
