#{"t_start": 1724071915.097326, "env_id": "None"}
r,l,t,arousal,satiety,social-touch
2545.556,500,9989.600272,pursuer_1_0.41140676068987536,pursuer_1_1.4555393630317885,pursuer_1_0
165.02583,500,9989.600298,pursuer_0_0.7197125514589494,pursuer_0_1.4644135411528367,pursuer_0_0
-230.77412,500,9989.600322,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2350.4033,500,9989.600345,pursuer_0_0.44291171891733727,pursuer_0_1.371402369835558,pursuer_0_0
2580.099,500,9989.600368,pursuer_1_0.400375929365014,pursuer_1_1.139809779366094,pursuer_1_0
2618.1853,500,9989.600391,pursuer_0_0.4234422657935669,pursuer_0_1.4128197336751795,pursuer_0_0
-230.61807,500,9989.600413,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2601.2595,500,9989.600436,pursuer_0_0.41248671439573975,pursuer_0_1.0483949233587124,pursuer_0_0
2782.9968,500,9989.600459,pursuer_1_0.3868098333981286,pursuer_1_1.462844672002492,pursuer_1_0
1484.0248,500,9989.600482,pursuer_0_0.5541620605742007,pursuer_0_1.2619367933304846,pursuer_0_0
2657.877,500,9989.600505,pursuer_1_0.3985395115620798,pursuer_1_1.314022501098939,pursuer_1_0
-133.27156,500,9989.600527,pursuer_0_0.7519351569930575,pursuer_0_0,pursuer_0_0
1807.5978,500,9989.600549,pursuer_1_0.4960760243060417,pursuer_1_1.1702809144777873,pursuer_1_0
-86.14332,500,10063.319703,pursuer_0_0.5160583982738423,pursuer_0_0,pursuer_0_-0.045683541538529326
2815.9216,500,10063.320799,pursuer_1_0.3782172006668211,pursuer_1_1.1849404534603492,pursuer_1_0
-143.30356,500,10063.320852,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-248.07678,500,10063.320884,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-142.1722,500,10063.32091,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
347.8055,500,10063.320934,pursuer_1_0.6835854714710715,pursuer_1_1.4254779818430767,pursuer_1_0
2227.5771,500,10063.320958,pursuer_0_0.4572088387709943,pursuer_0_1.3949446141535775,pursuer_0_0
2612.6577,500,10063.320982,pursuer_1_0.4004714239283534,pursuer_1_1.1531915460393587,pursuer_1_0
2876.4458,500,10063.321005,pursuer_0_0.38139063956655367,pursuer_0_1.1956252914630847,pursuer_0_0
1317.6947,500,10063.321029,pursuer_1_0.5624436896069485,pursuer_1_1.270308435097215,pursuer_1_0
2021.492,500,10063.321052,pursuer_0_0.4824161744834497,pursuer_0_1.4353249198731413,pursuer_0_0
2382.7417,500,10063.321075,pursuer_1_0.42573231809002293,pursuer_1_1.0455819479052306,pursuer_1_0
2312.8904,500,10063.321099,pursuer_0_0.4479877500827511,pursuer_0_1.2877456090031303,pursuer_0_0
-253.87158,500,10063.321122,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-143.0826,500,10063.321145,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-254.41245,500,10063.321167,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1905.105,500,10137.03881,pursuer_0_0.49781155259186416,pursuer_0_1.172980734888425,pursuer_0_0
2146.7314,500,10137.039614,pursuer_1_0.45163510543848207,pursuer_1_1.1143439122797518,pursuer_1_0
777.73334,500,10137.039677,pursuer_0_0.6359882789253123,pursuer_0_1.3677868755970033,pursuer_0_0
2595.2156,500,10137.039711,pursuer_1_0.40961629723552617,pursuer_1_1.4735998467012643,pursuer_1_0
2218.1404,500,10137.039738,pursuer_0_0.4606861176281278,pursuer_0_1.313949880821378,pursuer_0_0
1890.1328,500,10137.039764,pursuer_1_0.48881210566693845,pursuer_1_1.455118671797565,pursuer_1_0
828.81067,500,10137.039789,pursuer_0_0.686002688192949,pursuer_0_1.3537655118061516,pursuer_0_0
-126.620674,500,10137.039813,pursuer_1_0.736418523265973,pursuer_1_1.4826096713022696,pursuer_1_0
2620.1128,500,10137.039838,pursuer_0_0.4122461088865044,pursuer_0_1.2947965390377447,pursuer_0_0
1505.3865,500,10137.039862,pursuer_1_0.5348970928387501,pursuer_1_1.4102244543343652,pursuer_1_0
2427.6008,500,10137.039887,pursuer_0_0.4328504797067465,pursuer_0_1.0617828002531822,pursuer_0_0
2707.3008,500,10137.039912,pursuer_1_0.3912457954357065,pursuer_1_1.1458626238961749,pursuer_1_0
2642.9353,500,10137.039936,pursuer_0_0.38876496762250007,pursuer_0_1.2355573683990926,pursuer_0_0
2921.6953,500,10137.039961,pursuer_1_0.3708483355259838,pursuer_1_1.2629382309523747,pursuer_1_0
1069.5297,500,10137.039992,pursuer_0_0.6037653841417228,pursuer_0_1.4538273935562895,pursuer_0_0
-259.11316,500,10137.040016,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2585.787,500,10206.96945,pursuer_0_0.4215553694475599,pursuer_0_1.0263140214931898,pursuer_0_0
2367.9565,500,10206.969802,pursuer_1_0.42702134711735956,pursuer_1_1.0567338278634582,pursuer_1_0
2092.3066,500,10206.96985,pursuer_0_0.4601676227635622,pursuer_0_1.1355079419784109,pursuer_0_0
2488.3828,500,10206.969879,pursuer_1_0.41883309084458825,pursuer_1_1.14689320261212,pursuer_1_0
2748.5278,500,10206.969903,pursuer_0_0.3853127847963011,pursuer_0_1.4786987671801648,pursuer_0_0
2515.9912,500,10206.969925,pursuer_1_0.41253663687071235,pursuer_1_1.0258266360030797,pursuer_1_0
1419.329,500,10206.969947,pursuer_0_0.46909984153593337,pursuer_0_1.2776062881239112,pursuer_0_0
2195.4045,500,10206.969969,pursuer_1_0.4484182653961015,pursuer_1_1.0915481080610085,pursuer_1_0
2136.1204,500,10206.96999,pursuer_0_0.5125195029669318,pursuer_0_1.12267660261482,pursuer_0_0
1607.5142,500,10206.970012,pursuer_1_0.5236496332685272,pursuer_1_1.2779668399745863,pursuer_1_0
-162.78117,500,10206.970033,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-259.06073,500,10206.970055,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2582.4287,500,10206.970076,pursuer_0_0.4091487280806116,pursuer_0_1.4546609236256056,pursuer_0_0
2492.8618,500,10206.970097,pursuer_1_0.41920718218643765,pursuer_1_1.4715161363172848,pursuer_1_0
1733.7124,500,10206.970118,pursuer_0_0.44404428561531845,pursuer_0_1.2521367543568138,pursuer_0_0
2549.5107,500,10206.970139,pursuer_1_0.4099509020367138,pursuer_1_1.0904114741953825,pursuer_1_0
2576.8098,500,10279.139396,pursuer_0_0.4204864535675879,pursuer_0_1.3286960812723243,pursuer_0_0
-255.51765,500,10279.140218,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
721.82916,500,10279.140273,pursuer_0_0.6434774626117256,pursuer_0_1.379451526870297,pursuer_0_0
-257.54834,500,10279.140305,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2466.282,500,10279.140332,pursuer_0_0.4486406918423746,pursuer_0_1.0508838098797504,pursuer_0_0
1026.068,500,10279.140358,pursuer_1_0.594668378042642,pursuer_1_1.3092097082760688,pursuer_1_0
1810.664,500,10279.140383,pursuer_0_0.5166872802613941,pursuer_0_1.4481573850704075,pursuer_0_0
2013.0809,500,10279.140408,pursuer_1_0.4745013654928507,pursuer_1_1.4713996909442906,pursuer_1_0
619.3624,500,10279.140433,pursuer_0_0.6580703099797691,pursuer_0_1.4198889756446993,pursuer_0_0
1392.5317,500,10279.140457,pursuer_1_0.5469314796217197,pursuer_1_1.2503249910229353,pursuer_1_0
2453.636,500,10279.140481,pursuer_0_0.4333209519583542,pursuer_0_1.074240790214382,pursuer_0_0
2572.5244,500,10279.140508,pursuer_1_0.40177578181707163,pursuer_1_1.2500418613140534,pursuer_1_0
2021.4563,500,10279.140533,pursuer_0_0.4849322595880076,pursuer_0_1.2499062643181955,pursuer_0_0
-225.2265,500,10279.140557,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1635.1565,500,10279.140581,pursuer_0_0.4948259385007405,pursuer_0_1.2336477286815026,pursuer_0_0
2673.1099,500,10279.140605,pursuer_1_0.3943895462561847,pursuer_1_1.3946730555502154,pursuer_1_0
2506.8665,500,10357.148876,pursuer_0_0.4196591232844872,pursuer_0_1.4322460458851713,pursuer_0_0
2420.1846,500,10357.15009,pursuer_1_0.42580587058955366,pursuer_1_1.0609419809346925,pursuer_1_0
2459.9712,500,10357.150174,pursuer_0_0.4315843280983799,pursuer_0_1.059251430626747,pursuer_0_0
2346.0776,500,10357.150207,pursuer_1_0.4317488846976321,pursuer_1_1.3185390166926831,pursuer_1_0
-74.7224,500,10357.150234,pursuer_0_0.5139482604981457,pursuer_0_0,pursuer_0_0
2070.224,500,10357.15026,pursuer_1_0.46115772860015075,pursuer_1_1.133804014638126,pursuer_1_0
-124.06728,500,10357.150285,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1122.0664,500,10357.15031,pursuer_1_0.5830338860410319,pursuer_1_1.2965339352974505,pursuer_1_0
739.0262,500,10357.150334,pursuer_0_0.6421686885140775,pursuer_0_1.371750630435082,pursuer_0_0
-228.28061,500,10357.150358,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2776.9626,500,10357.150382,pursuer_0_0.3923920027194785,pursuer_0_1.4326319522334046,pursuer_0_0
2603.1755,500,10357.150406,pursuer_1_0.402713561707479,pursuer_1_1.3615189688670817,pursuer_1_0
1676.0593,500,10357.150431,pursuer_0_0.5262742539526576,pursuer_0_1.448859259079313,pursuer_0_0
2517.4668,500,10357.150455,pursuer_1_0.4126307570167492,pursuer_1_1.0295883877381824,pursuer_1_0
-170.93367,500,10357.150479,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-278.12943,500,10357.150503,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-159.07907,500,10421.618414,pursuer_0_0.684966911092207,pursuer_0_0,pursuer_0_0
1706.3683,500,10421.61952,pursuer_1_0.5111305978960945,pursuer_1_1.3262486905305184,pursuer_1_0
-67.60519,500,10421.619576,pursuer_0_0.5327990193684725,pursuer_0_0,pursuer_0_0
2311.8628,500,10421.619609,pursuer_1_0.4378833243932379,pursuer_1_1.3845810761142574,pursuer_1_0
1070.1633,500,10421.619636,pursuer_0_0.42359442862080365,pursuer_0_1.4330610192490205,pursuer_0_0
2546.3833,500,10421.619661,pursuer_1_0.4052325096692063,pursuer_1_1.4129693638435796,pursuer_1_0
-136.96916,500,10421.619692,pursuer_0_0.6348570508208375,pursuer_0_0,pursuer_0_0
2020.2177,500,10421.619718,pursuer_1_0.46913906867692823,pursuer_1_1.1398941920683132,pursuer_1_0
1474.7267,500,10421.619742,pursuer_0_0.5474392595939169,pursuer_0_1.247070805983879,pursuer_0_0
2629.3003,500,10421.619766,pursuer_1_0.40109068906014506,pursuer_1_1.4435790989206825,pursuer_1_0
-165.38759,500,10421.61979,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-295.1233,500,10421.619818,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-114.10404,500,10421.619843,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-236.65918,500,10421.619866,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2637.6355,500,10421.619889,pursuer_0_0.4155852715326908,pursuer_0_1.4372625586087742,pursuer_0_0
2377.5598,500,10421.619913,pursuer_1_0.4274272256610246,pursuer_1_1.311247677449582,pursuer_1_0
2784.8364,500,10490.266791,pursuer_0_0.39783433539863744,pursuer_0_1.3810811968982706,pursuer_0_0
2141.9292,500,10490.267615,pursuer_1_0.4579803948835368,pursuer_1_1.4844185238584877,pursuer_1_0
-153.53238,500,10490.267669,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2331.94,500,10490.267701,pursuer_1_0.4363028657766011,pursuer_1_1.153515076311872,pursuer_1_0
2345.4673,500,10490.267727,pursuer_0_0.44000320653358543,pursuer_0_1.0869771282568725,pursuer_0_0
-235.8326,500,10490.267752,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
635.6223,500,10490.267776,pursuer_0_0.6779482830992718,pursuer_0_1.443867131644232,pursuer_0_0
214.51979,500,10490.267803,pursuer_1_0.6949852231795619,pursuer_1_1.4318294275872547,pursuer_1_0
2278.4827,500,10490.267827,pursuer_0_0.4824259789367566,pursuer_0_1.079992886789296,pursuer_0_0
-222.56839,500,10490.267855,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1778.7706,500,10490.267888,pursuer_0_0.5099393828172286,pursuer_0_1.4544850372726081,pursuer_0_0
2463.9966,500,10490.267919,pursuer_1_0.42048067293968966,pursuer_1_1.041431793553954,pursuer_1_0
1725.859,500,10490.26795,pursuer_0_0.5157608148804631,pursuer_0_1.4471679887640685,pursuer_0_0
512.22437,500,10490.267976,pursuer_1_0.660144232502858,pursuer_1_1.397354035643296,pursuer_1_0
1847.5712,500,10490.267999,pursuer_0_0.5019048725873578,pursuer_0_1.1792995074174986,pursuer_0_0
-250.39261,500,10490.268022,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2638.577,500,10556.524936,pursuer_0_0.7016247881788934,pursuer_0_1.3047007714501038,pursuer_0_0
-221.27759,500,10556.525321,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1854.7183,500,10556.525375,pursuer_0_0.4328455359243727,pursuer_0_1.1942242206054217,pursuer_0_0
2808.4868,500,10556.525406,pursuer_1_0.38062178944537356,pursuer_1_1.1872554353187028,pursuer_1_0
466.1621,500,10556.525433,pursuer_0_0.6786222446629212,pursuer_0_1.4177705259007083,pursuer_0_0
341.18634,500,10556.525459,pursuer_1_0.681143877787082,pursuer_1_1.4153787048416961,pursuer_1_0
1742.0974,500,10556.525483,pursuer_0_0.5160001299911919,pursuer_0_1.2033258216189124,pursuer_0_0
2203.9978,500,10556.525508,pursuer_1_0.44999496021176894,pursuer_1_1.4465146510076872,pursuer_1_0
2259.9744,500,10556.525532,pursuer_0_0.41109668135588606,pursuer_0_1.1816758561418783,pursuer_0_0
2501.755,500,10556.525556,pursuer_1_0.4135412233651365,pursuer_1_1.022664461749884,pursuer_1_0
-134.92845,500,10556.525581,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-215.32657,500,10556.525605,pursuer_1_0.7523365534153682,pursuer_1_1.4988315534088341,pursuer_1_0
1506.3838,500,10556.525632,pursuer_0_0.5457953752616821,pursuer_0_1.363423500686209,pursuer_0_0
-250.06915,500,10556.525657,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1529.9598,500,10556.52568,pursuer_0_0.5443032785861748,pursuer_0_1.2940275634954854,pursuer_0_0
1334.26,500,10556.525705,pursuer_1_0.554692120414243,pursuer_1_1.259731944085756,pursuer_1_0
-161.10919,500,10618.512743,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-223.65804,500,10618.513275,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-142.75154,500,10618.51335,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-238.89252,500,10618.51343,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1771.2935,500,10618.51347,pursuer_0_0.5994804767002675,pursuer_0_1.172965410087373,pursuer_0_0
363.48392,500,10618.513504,pursuer_1_0.6783002310133703,pursuer_1_1.414387843195671,pursuer_1_0
1584.6947,500,10618.513536,pursuer_0_0.5351954778596285,pursuer_0_1.2311703032214225,pursuer_0_0
1806.1714,500,10618.513571,pursuer_1_0.4935506923885366,pursuer_1_1.1677578854532469,pursuer_1_0
-115.02548,500,10618.513613,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2721.27,500,10618.51365,pursuer_1_0.3904981072649792,pursuer_1_1.257729616722275,pursuer_1_0
-153.13611,500,10618.513677,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
708.1327,500,10618.5137,pursuer_1_0.629664431872484,pursuer_1_1.355009943952808,pursuer_1_0
2714.0266,500,10618.513725,pursuer_0_0.44971105349798696,pursuer_0_1.486446382716413,pursuer_0_0
2064.0146,500,10618.513748,pursuer_1_0.46495506669302944,pursuer_1_1.120919685345212,pursuer_1_0
1898.5276,500,10618.513771,pursuer_0_0.5319851209046749,pursuer_0_1.1711312457867193,pursuer_0_0
1130.8313,500,10618.513794,pursuer_1_0.5742928840019975,pursuer_1_1.2836607445763344,pursuer_1_0
2430.5923,500,10694.443144,pursuer_0_0.4414579084188292,pursuer_0_1.0629249765449071,pursuer_0_0
2257.6948,500,10694.443874,pursuer_1_0.44127401933855076,pursuer_1_1.079794462098465,pursuer_1_0
2146.1768,500,10694.443942,pursuer_0_0.4418064300596565,pursuer_0_1.1451738678263232,pursuer_0_0
2256.2954,500,10694.443984,pursuer_1_0.4451870743752943,pursuer_1_1.0855590972590436,pursuer_1_0
2300.1091,500,10694.44402,pursuer_0_0.4465499577556814,pursuer_0_1.0959768986516494,pursuer_0_0
-224.623,500,10694.444052,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2887.0002,500,10694.444083,pursuer_0_0.3796521711467724,pursuer_0_1.2766475105703596,pursuer_0_0
661.4062,500,10694.444116,pursuer_1_0.6406447609104268,pursuer_1_1.36741513985091,pursuer_1_0
-106.53444,500,10694.444149,pursuer_0_0.7237173814899605,pursuer_0_0,pursuer_0_0
1326.5931,500,10694.444179,pursuer_1_0.5568310919338713,pursuer_1_1.3359560001688897,pursuer_1_0
2921.579,500,10694.444203,pursuer_0_0.4019710758922642,pursuer_0_1.1542296623860273,pursuer_0_0
2564.5686,500,10694.444227,pursuer_1_0.41041310892591787,pursuer_1_1.116176531396828,pursuer_1_0
882.2148,500,10694.44425,pursuer_0_0.5504198639177189,pursuer_0_1.3693480242787757,pursuer_0_0
1664.9314,500,10694.444274,pursuer_1_0.5172949236931619,pursuer_1_1.3048169680657857,pursuer_1_0
-134.82658,500,10694.444297,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-244.4268,500,10694.444321,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
926.007,500,10768.399948,pursuer_0_0.39697685665295995,pursuer_0_1.3731288555419112,pursuer_0_0
2819.7593,500,10768.400924,pursuer_1_0.37871539619505395,pursuer_1_1.4741766000793688,pursuer_1_0
-94.417816,500,10768.400978,pursuer_0_0.6702109915831306,pursuer_0_0,pursuer_0_0
2169.348,500,10768.401009,pursuer_1_0.45334303990859054,pursuer_1_1.4552041968163614,pursuer_1_0
-171.98485,500,10768.401036,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-233.90952,500,10768.40106,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
3019.41,500,10768.401085,pursuer_0_0.45381304045210874,pursuer_0_1.3412156230543755,pursuer_0_0
2134.6526,500,10768.401109,pursuer_1_0.46320208953623654,pursuer_1_1.116376916394663,pursuer_1_0
2477.9915,500,10768.401133,pursuer_0_0.5893861157686814,pursuer_0_1.0406303318693995,pursuer_0_0
-220.39267,500,10768.401156,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2155.7583,500,10768.401179,pursuer_0_0.5188314738301588,pursuer_0_1.1672887645957848,pursuer_0_0
760.7221,500,10768.401203,pursuer_1_0.6281083710216788,pursuer_1_1.351827029254601,pursuer_1_0
1671.2134,500,10768.401226,pursuer_0_0.5194089396309062,pursuer_0_1.2104139175919477,pursuer_0_0
1740.9991,500,10768.40125,pursuer_1_0.5038581925645812,pursuer_1_1.2869605688027639,pursuer_1_0
1600.036,500,10768.401273,pursuer_0_0.3897227630481283,pursuer_0_1.263634924027513,pursuer_0_0
2749.4927,500,10768.401297,pursuer_1_0.38450897240642473,pursuer_1_1.2673131393979071,pursuer_1_0
-85.041214,500,10832.563012,pursuer_0_0.560584297215799,pursuer_0_0,pursuer_0_0
2181.387,500,10832.563083,pursuer_1_0.4546716168848365,pursuer_1_1.4434000014409751,pursuer_1_0
-123.334564,500,10832.563118,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-248.61075,500,10832.563146,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2554.226,500,10832.563171,pursuer_0_0.43458862679270227,pursuer_0_1.232400830909145,pursuer_0_0
2055.363,500,10832.563195,pursuer_1_0.46734762706711835,pursuer_1_1.327175918319938,pursuer_1_0
2553.756,500,10832.563219,pursuer_0_0.42057560080255363,pursuer_0_1.4990527273772427,pursuer_0_0
-230.67955,500,10832.563242,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2296.6812,500,10832.563265,pursuer_0_0.464800886615024,pursuer_0_1.2599700699024041,pursuer_0_0
1753.1926,500,10832.563289,pursuer_1_0.5039024323467413,pursuer_1_1.3332275663521194,pursuer_1_0
2127.2458,500,10832.563312,pursuer_0_0.4738430559303874,pursuer_0_1.3937600204821208,pursuer_0_0
-251.7604,500,10832.563335,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2385.6055,500,10832.563358,pursuer_0_0.43361628284694936,pursuer_0_1.263283828702032,pursuer_0_0
2582.7861,500,10832.56342,pursuer_1_0.40546134589466926,pursuer_1_1.4509902165402158,pursuer_1_0
920.02625,500,10832.563476,pursuer_0_0.6811661683138597,pursuer_0_1.3396700095568201,pursuer_0_0
-232.45668,500,10832.563511,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1551.0343,500,10907.840027,pursuer_0_0.5322172170627473,pursuer_0_1.2350829265200614,pursuer_0_0
1509.3296,500,10907.840107,pursuer_1_0.532022156633716,pursuer_1_1.2306629462414067,pursuer_1_0
1885.2417,500,10907.840141,pursuer_0_0.6791426608632882,pursuer_0_1.1442332517607396,pursuer_0_0
-231.07556,500,10907.840168,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2667.6106,500,10907.840193,pursuer_0_0.413954829655022,pursuer_0_1.0746097152349883,pursuer_0_0
2647.673,500,10907.840217,pursuer_1_0.39530404081870185,pursuer_1_1.391754427093497,pursuer_1_0
-23.67796,500,10907.84024,pursuer_0_0.5269548279017963,pursuer_0_0,pursuer_0_0
2201.476,500,10907.840263,pursuer_1_0.4472048514322292,pursuer_1_1.090893274758041,pursuer_1_0
-121.796036,500,10907.840286,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-231.22478,500,10907.840308,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2352.212,500,10907.840331,pursuer_0_0.6312878821956801,pursuer_0_1.0406136465737215,pursuer_0_0
643.5965,500,10907.840354,pursuer_1_0.6422536990050438,pursuer_1_1.3706298843110474,pursuer_1_0
2508.658,500,10907.840377,pursuer_0_0.44521312542884184,pursuer_0_1.3337667528106634,pursuer_0_0
2175.4756,500,10907.840399,pursuer_1_0.4530024658233133,pursuer_1_1.1060938728160443,pursuer_1_0
-134.22566,500,10907.840422,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-236.97803,500,10907.840445,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1900.9648,500,10982.252094,pursuer_0_0.727436337077578,pursuer_0_1.1400295333598358,pursuer_0_0
-230.6599,500,10982.252882,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2330.5073,500,10982.252937,pursuer_0_0.4115891738818753,pursuer_0_1.3392224427059445,pursuer_0_0
2478.14,500,10982.252969,pursuer_1_0.41741575851703366,pursuer_1_1.045231877742223,pursuer_1_0
2420.7742,500,10982.252996,pursuer_0_0.7334288780779968,pursuer_0_1.4621165384004022,pursuer_0_0
-238.23201,500,10982.253021,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-133.47023,500,10982.253045,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-248.02269,500,10982.253068,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
753.3695,500,10982.253091,pursuer_0_0.6962839719909457,pursuer_0_1.369474058968778,pursuer_0_0
-249.28499,500,10982.253114,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2374.847,500,10982.253137,pursuer_0_0.41408190072345796,pursuer_0_1.2957170377763199,pursuer_0_0
2475.7502,500,10982.253161,pursuer_1_0.4175880223473892,pursuer_1_1.2151804902349863,pursuer_1_0
-142.7561,500,10982.253184,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-234.34685,500,10982.253207,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2085.5813,500,10982.25323,pursuer_0_0.4753147724910856,pursuer_0_1.1515199339445705,pursuer_0_0
1979.6864,500,10982.253254,pursuer_1_0.4737508631152941,pursuer_1_1.1357948086637566,pursuer_1_0
-123.409096,500,11045.779954,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-218.00964,500,11045.780027,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2627.4973,500,11045.780056,pursuer_0_0.4128376506158848,pursuer_0_1.4354733412655223,pursuer_0_0
866.34314,500,11045.78008,pursuer_1_0.6118816646511391,pursuer_1_1.3313486510809682,pursuer_1_0
2471.9546,500,11045.780102,pursuer_0_0.6782283006767535,pursuer_0_1.135705299105901,pursuer_0_0
168.33768,500,11045.780123,pursuer_1_0.7042257803958951,pursuer_1_1.4486581354735806,pursuer_1_0
2100.8457,500,11045.780143,pursuer_0_0.4711448907377347,pursuer_0_1.1344084314061698,pursuer_0_0
-212.62393,500,11045.780163,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1065.904,500,11045.780183,pursuer_0_0.694273539919569,pursuer_0_1.3104394232495702,pursuer_0_0
-219.35786,500,11045.780203,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2629.6018,500,11045.780223,pursuer_0_0.4431258833166278,pursuer_0_1.4874729652828627,pursuer_0_0
1099.1823,500,11045.780243,pursuer_1_0.5860381380809938,pursuer_1_1.3329292671883008,pursuer_1_0
2426.5242,500,11045.780265,pursuer_0_0.4353498598319484,pursuer_0_1.3710872271801458,pursuer_0_0
-239.36667,500,11045.780286,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2279.0962,500,11045.780305,pursuer_0_0.7240120195110421,pursuer_0_1.0699379277726613,pursuer_0_0
-245.9791,500,11045.780325,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1740.5929,500,11103.24204,pursuer_0_0.5170274201541297,pursuer_0_1.3100358488335568,pursuer_0_0
2795.095,500,11103.242827,pursuer_1_0.3831047994813986,pursuer_1_1.4824393171694952,pursuer_1_0
-134.3358,500,11103.242876,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
1170.6711,500,11103.242905,pursuer_1_0.577870302919961,pursuer_1_1.2961074438311713,pursuer_1_0
1179.7606,500,11103.24293,pursuer_0_0.5820153679996822,pursuer_0_1.2977420442908072,pursuer_0_0
2456.6484,500,11103.242952,pursuer_1_0.42099662003480987,pursuer_1_1.0355408366844425,pursuer_1_0
2678.204,500,11103.242974,pursuer_0_0.39012707554687004,pursuer_0_1.2168157689047716,pursuer_0_0
2503.2932,500,11103.242996,pursuer_1_0.4132046465526697,pursuer_1_1.0237192762928227,pursuer_1_0
2752.1384,500,11103.243018,pursuer_0_0.6491579621710255,pursuer_0_1.2408722554881977,pursuer_0_0
-223.38036,500,11103.243039,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2861.5342,500,11103.24306,pursuer_0_0.3848110516705331,pursuer_0_1.4019035838089249,pursuer_0_0
2779.5374,500,11103.243082,pursuer_1_0.382818295331752,pursuer_1_1.217178312188446,pursuer_1_0
